"","X","filename","category","pre_tran","post_tran","rotate","translate","scale","site","session_id","rating"
"248",247,"Tsinghua_photodraw_production1575443707583_square.png","square",0.0216230321676,-0.885443150997,0.0097935,0.0163817,0.126067260097177,"Tsinghua","production1575443707583",4
"249",248,"CDM_photodraw_e21542049031572_square.png","square",-0.0995019748807,-0.508391082287,0.064578,0.0757662,0.0422973083977947,"CDM","e21542049031572",2
"250",249,"Tsinghua_photodraw_production1573781585420_shape.png","shape",-0.33722859621,-0.513329386711,0.00935471,0.0625912,0.104322738923114,"Tsinghua","production1573781585420",2
"251",250,"CDM_photodraw_e21548441283760_shape.png","shape",-0.588749408722,-0.626867711544,0.00064386,0.00651361,0.0304737426219149,"CDM","e21548441283760",3
"252",251,"Tsinghua_photodraw_production1573781111110_shape.png","shape",-0.351506322622,-0.516814529896,0.0199502,0.037795,0.0515961880112595,"Tsinghua","production1573781111110",2
"253",252,"Tsinghua_photodraw_production1573779630652_shape.png","shape",-0.596701085567,-0.712108075619,0.0116458,0.00703803,0.044734546643055,"Tsinghua","production1573779630652",4
"254",253,"Tsinghua_photodraw_production1575444597382_shape.png","shape",-0.453524142504,-0.671746909618,0.0196364,0.0327075,0.0433670354142508,"Tsinghua","production1575444597382",3
"255",254,"CDM_photodraw_e21548958550335_shape.png","shape",-0.324415802956,-0.459848344326,0.0198914,0.0237479,0.0590977444131401,"CDM","e21548958550335",2
"256",255,"CDM_photodraw_e21548104824451_shape.png","shape",-0.338521122932,-0.57690346241,0.0210575,0.025513,0.0279844246556493,"CDM","e21548104824451",3
"257",256,"CDM_photodraw_e21548098146005_shape.png","shape",-0.299134552479,-0.412995666265,0.0144725,0.0295699,0.0667048434081991,"CDM","e21548098146005",1
"258",257,"CDM_photodraw_e21553292202608_shape.png","shape",-0.223281279206,-0.59409815073,0.0699022,0.0847721,0.0524028377628918,"CDM","e21553292202608",2
"259",258,"CDM_photodraw_e21540576907849_shape.png","shape",-0.265802592039,-0.439796328545,0.0392182,0.0709109,0.0676118538483333,"CDM","e21540576907849",1
"260",259,"CDM_photodraw_e21548455224165_shape.png","shape",-0.296425431967,-0.395751059055,0.0286323,0.043961,0.0926467910704954,"CDM","e21548455224165",1
"261",260,"Tsinghua_photodraw_production1575443707583_shape.png","shape",-0.625881195068,-0.681845903397,0.0129335,0.00564649,0.0152196862521674,"Tsinghua","production1575443707583",4
"262",261,"Tsinghua_photodraw_production1573785392477_shape.png","shape",-0.0942085087299,-0.594524383545,0.0135577,0.0620614,0.0487682941363874,"Tsinghua","production1573785392477",3
"263",262,"Tsinghua_photodraw_production1573782872726_shape.png","shape",-0.285911887884,-0.407110601664,0.0228384,0.0112476,0.0885251535664756,"Tsinghua","production1573782872726",1
"264",263,"CDM_photodraw_e21553637857619_shape.png","shape",-0.494734287262,-0.62733477354,0.010551,0.0167603,0.0430484502719914,"CDM","e21553637857619",3
"265",264,"CDM_photodraw_e21547232670235_shape.png","shape",-0.371830165386,-0.593645036221,0.00091492,0.0335922,0.0562067813445775,"CDM","e21547232670235",3
"266",265,"CDM_photodraw_e21547242571962_shape.png","shape",-0.544309079647,-0.685576319695,0.000262789,0.0142511,0.0536942209564863,"CDM","e21547242571962",4
"267",266,"Tsinghua_photodraw_production1576136080275_shape.png","shape",-0.422445476055,-0.590886235237,0.0162679,0.0145508,0.0540211487626874,"Tsinghua","production1576136080275",3
"268",267,"CDM_photodraw_e21542047659207_shape.png","shape",-0.154194816947,-0.487949937582,0.0781853,0.0989607,0.0924771206526182,"CDM","e21542047659207",1
"269",268,"Tsinghua_photodraw_production1575960933495_shape.png","shape",-0.645040392876,-0.760858893394,0.0135851,0.00873704,0.0392784401261438,"Tsinghua","production1575960933495",4
"270",269,"Tsinghua_photodraw_production1578968887739_shape.png","shape",-0.34777250886,-0.766701519489,0.00688226,0.0272881,0.0648383275281557,"Tsinghua","production1578968887739",4
"271",270,"Tsinghua_photodraw_production1575443826068_shape.png","shape",-0.451398462057,-0.727517426014,0.0138407,0.024752,0.0402161758966364,"Tsinghua","production1575443826068",4
"272",271,"Tsinghua_photodraw_production1577170507146_shape.png","shape",-0.150037035346,-0.569777548313,0.014356,0.0514446,0.103819268723993,"Tsinghua","production1577170507146",3
"273",272,"Tsinghua_photodraw_production1573784374186_shape.png","shape",-0.205008462071,-0.388979166746,0.0405109,0.0569972,0.18794101820834,"Tsinghua","production1573784374186",1
"274",273,"Tsinghua_photodraw_production1575962846373_shape.png","shape",-0.519802570343,-0.652127683163,0.0106453,0.00984002,0.0634620274548762,"Tsinghua","production1575962846373",3
"275",274,"CDM_photodraw_e21544819304302_shape.png","shape",-0.437814623117,-0.602614402771,0.000127355,0.0236744,0.0381064968773505,"CDM","e21544819304302",3
"276",275,"Tsinghua_photodraw_production1573785586812_shape.png","shape",-0.318022191525,-0.375480771065,0.039594,0.0165447,0.0966918429709101,"Tsinghua","production1573785586812",1
"277",276,"Tsinghua_photodraw_production1575444709158_shape.png","shape",-0.498541623354,-0.623575270176,0.00831684,0.0151418,0.0551039824630944,"Tsinghua","production1575444709158",3
"278",277,"Tsinghua_photodraw_production1578462794400_shape.png","shape",-0.598324894905,-0.662576317787,0.00402325,0.0133228,0.0190716133297469,"Tsinghua","production1578462794400",4
"279",278,"Tsinghua_photodraw_production1576135499181_shape.png","shape",-0.399056524038,-0.569263696671,0.0153957,0.0160996,0.015852904911427,"Tsinghua","production1576135499181",3
"280",279,"CDM_photodraw_e21548105648196_shape.png","shape",-0.554813146591,-0.686409711838,0.0136226,0.0125361,0.0404795193432075,"CDM","e21548105648196",4
"281",280,"Tsinghua_photodraw_production1576655850817_shape.png","shape",-0.283879876137,-0.474995702505,0.0256715,0.111088,0.0402873874714152,"Tsinghua","production1576655850817",1
"282",281,"CDM_photodraw_e21547836732785_shape.png","shape",-0.642895281315,-0.701267659664,0.0163274,0.0058227,0.0155947011796525,"CDM","e21547836732785",4
"283",282,"CDM_photodraw_e21548445362792_shape.png","shape",-0.495072007179,-0.544839859009,0.0118745,0.00765003,0.00900489673156058,"CDM","e21548445362792",3
"284",283,"Tsinghua_photodraw_production1575531094557_shape.png","shape",-0.376137316227,-0.587505817413,0.0030294,0.0158452,0.156498972499062,"Tsinghua","production1575531094557",3
"285",284,"CDM_photodraw_e21550698482522_shape.png","shape",-0.457801580429,-0.540249109268,0.00181524,0.0124011,0.042989241370201,"CDM","e21550698482522",3
"286",285,"CDM_photodraw_e21542061442525_shape.png","shape",-0.491016596556,-0.634442269802,0.0211022,0.00616701,0.026861917474563,"CDM","e21542061442525",3
"287",286,"CDM_photodraw_e21549564465088_shape.png","shape",-0.370341539383,-0.497325986624,0.0162616,0.0218551,0.0135749703192235,"CDM","e21549564465088",2
"288",287,"Tsinghua_photodraw_production1573783407261_shape.png","shape",-0.249012351036,-0.462262421846,0.000948681,0.056543,0.0943899572766466,"Tsinghua","production1573783407261",2
"289",288,"CDM_photodraw_e21548107987673_shape.png","shape",-0.199658334255,-0.549899816513,0.0535302,0.0925206,0.0575956265107307,"CDM","e21548107987673",2
"290",289,"Tsinghua_photodraw_production1573779925870_shape.png","shape",-0.410900771618,-0.492173731327,0.0188291,0.0106406,0.0536641055498694,"Tsinghua","production1573779925870",2
"291",290,"Tsinghua_photodraw_production1575356843675_shape.png","shape",-0.471825867891,-0.609741687775,0.0113043,0.017981,0.0791802971882915,"Tsinghua","production1575356843675",3
"292",291,"Tsinghua_photodraw_production1576567340886_shape.png","shape",-0.602746009827,-0.663526415825,0.00103412,0.0116461,0.0515887236656677,"Tsinghua","production1576567340886",3
"293",292,"Tsinghua_photodraw_production1573785607858_shape.png","shape",-0.422539055347,-0.559746861458,0.0266724,0.00287039,0.0925157994495408,"Tsinghua","production1573785607858",3
"294",293,"CDM_photodraw_e21547230596884_shape.png","shape",-0.503934621811,-0.642263352871,0.0286167,0.00718938,0.0332849044819608,"CDM","e21547230596884",3
"295",294,"CDM_photodraw_e21547242197593_shape.png","shape",-0.375228106976,-0.466626107693,0.0425124,0.0115164,0.00652704055640888,"CDM","e21547242197593",2
"296",295,"Tsinghua_photodraw_production1577085989112_shape.png","shape",-0.537332296371,-0.680215537548,0.00060275,0.0195004,0.0449279853989133,"Tsinghua","production1577085989112",4
"297",296,"CDM_photodraw_e21552765156167_shape.png","shape",-0.383848339319,-0.569004774094,0.0160623,0.0408994,0.0803405382856471,"CDM","e21552765156167",3
"298",297,"Tsinghua_photodraw_production1575356398090_shape.png","shape",-0.454603999853,-0.578097939491,0.0192854,0.00929906,0.0451355603198986,"Tsinghua","production1575356398090",3
"299",298,"CDM_photodraw_e21542229353364_shape.png","shape",-0.569927990437,-0.609923005104,0.00281296,0.00885821,0.030993886056036,"CDM","e21542229353364",3
"300",299,"Tsinghua_photodraw_production1576566477206_shape.png","shape",-0.239528223872,-0.488248765469,0.0538447,0.0302515,0.0540366550078315,"Tsinghua","production1576566477206",2
"301",300,"Tsinghua_photodraw_production1576738635229_shape.png","shape",-0.414850622416,-0.735917747021,0.000199654,0.0235665,0.0325952222923579,"Tsinghua","production1576738635229",4
"302",301,"Tsinghua_photodraw_production1573782437440_shape.png","shape",-0.229468464851,-0.51341599226,0.0664363,0.133133,0.107772287650309,"Tsinghua","production1573782437440",1
"303",302,"CDM_photodraw_e21542053241209_shape.png","shape",-0.474257230759,-0.604000627995,0.0129044,0.0145181,0.0738303600726,"CDM","e21542053241209",3
"304",303,"Tsinghua_photodraw_production1576739828389_shape.png","shape",-0.517852544785,-0.659397363663,0.0284695,0.00642563,0.0350158570325041,"Tsinghua","production1576739828389",3
"305",304,"CDM_photodraw_e21556226883192_shape.png","shape",-0.554996967316,-0.732585430145,0.00265537,0.0207781,0.0139797001962485,"CDM","e21556226883192",4
"306",305,"CDM_photodraw_e21542057631101_shape.png","shape",-0.511225402355,-0.569570422173,0.00900183,0.0201884,0.0641386504848383,"CDM","e21542057631101",3
"307",306,"Tsinghua_photodraw_production1575444960513_shape.png","shape",-0.219333082438,-0.553119838238,0.0598022,0.109337,0.06425084696535,"Tsinghua","production1575444960513",2
"308",307,"CDM_photodraw_e21548094649748_shape.png","shape",-0.41214632988,-0.620666742325,0.00691773,0.0279876,0.0196764672807322,"CDM","e21548094649748",3
"309",308,"CDM_photodraw_e21541008354503_shape.png","shape",-0.50720512867,-0.609484255314,0.0126203,0.0228007,0.00888790615705456,"CDM","e21541008354503",3
"310",309,"Tsinghua_photodraw_production1575443023769_shape.png","shape",-0.20808956027,-0.517337739468,0.0556435,0.0563461,0.0775555706707696,"Tsinghua","production1575443023769",2
"311",310,"CDM_photodraw_e21547246292717_shape.png","shape",-0.11710228771,-0.243981689215,0.0494571,0.128035,0.16016941451366,"CDM","e21547246292717",0
"312",311,"CDM_photodraw_e21548096119835_shape.png","shape",-0.34947642684,-0.47169932723,0.0125227,0.0205074,0.140836183189037,"CDM","e21548096119835",2
"313",312,"Tsinghua_photodraw_production1573779810259_shape.png","shape",-0.175194844604,-0.68475818634,0.0119821,0.0559215,0.0690098473290834,"Tsinghua","production1573779810259",3
"314",313,"CDM_photodraw_e21547834597252_shape.png","shape",-0.254352211952,-0.510506927967,0.0752465,0.0985952,0.0614821642264485,"CDM","e21547834597252",2
"315",314,"CDM_photodraw_e21555531146821_shape.png","shape",-0.490781188011,-0.639639079571,0.000733668,0.0199308,0.0319112979590941,"CDM","e21555531146821",3
"316",315,"Tsinghua_photodraw_production1578555387062_shape.png","shape",-0.140958473086,-0.5626308918,0.0827797,0.093398,0.0824213750241237,"Tsinghua","production1578555387062",2
"317",316,"CDM_photodraw_e21548451831175_shape.png","shape",-0.453205734491,-0.559620678425,0.0010858,0.00980397,0.127484995136326,"CDM","e21548451831175",3
"318",317,"Tsinghua_photodraw_production1578553426570_shape.png","shape",-0.459640979767,-0.690998017788,0.00790939,0.0144555,0.0630274553678515,"Tsinghua","production1578553426570",4
"319",318,"Tsinghua_photodraw_production1575444054603_shape.png","shape",-0.21806871891,-0.6364184618,0.00466774,0.0725616,0.0531459518981826,"Tsinghua","production1575444054603",3
"320",319,"CDM_photodraw_e21547071853117_shape.png","shape",-0.159471288323,-0.432953357697,0.0675995,0.0479006,0.0542092494139468,"CDM","e21547071853117",1
"321",320,"Tsinghua_photodraw_production1576739331978_shape.png","shape",-0.455897688866,-0.592921316624,0.00203893,0.00702687,0.1055116999359,"Tsinghua","production1576739331978",3
"322",321,"CDM_photodraw_e21547070395780_shape.png","shape",-0.371215075254,-0.463528096676,0.00781138,0.00747913,0.112688093841027,"CDM","e21547070395780",2
"323",322,"CDM_photodraw_e21542225408593_shape.png","shape",-0.491427242756,-0.633067786694,0.0175452,0.0317497,0.0395098693538009,"CDM","e21542225408593",3
"324",323,"Tsinghua_photodraw_production1573782448277_shape.png","shape",-0.158155933022,-0.466638207436,0.0501679,0.13937,0.0591027688851704,"Tsinghua","production1573782448277",1
"325",324,"Tsinghua_photodraw_production1573781580447_shape.png","shape",-0.270215928555,-0.49514785409,0.0197283,0.0667576,0.0402825116341017,"Tsinghua","production1573781580447",2
"326",325,"CDM_photodraw_e21549650853022_shape.png","shape",-0.62812012434,-0.683821082115,0.00175543,0.00357675,0.0549256148885303,"CDM","e21549650853022",4
"327",326,"CDM_photodraw_e21545243809095_shape.png","shape",-0.544652819633,-0.614127874374,0.0165645,0.00776789,0.0264955850016455,"CDM","e21545243809095",3
"328",327,"CDM_photodraw_e21547073155004_shape.png","shape",-0.381314814091,-0.549405157566,0.0161152,0.0223701,0.0502612787566888,"CDM","e21547073155004",3
"329",328,"CDM_photodraw_e21552764741235_shape.png","shape",-0.596315920353,-0.655180990696,0.00284286,0.00416869,0.0362235473899759,"CDM","e21552764741235",3
"330",329,"CDM_photodraw_e21553797665751_shape.png","shape",-0.590216398239,-0.72691655159,0.000627323,0.0117336,0.0695496808149981,"CDM","e21553797665751",4
"331",330,"Tsinghua_photodraw_production1576653853658_shape.png","shape",-0.6659283638,-0.787809073925,0.00717019,0.00772505,0.0515412491453635,"Tsinghua","production1576653853658",4
"332",331,"Tsinghua_photodraw_production1575963146898_shape.png","shape",-0.548170089722,-0.705074489117,0.0155153,0.014128,0.0491182219519533,"Tsinghua","production1575963146898",4
"333",332,"Tsinghua_photodraw_production1575358345480_shape.png","shape",-0.544585287571,-0.607013463974,0.0058017,0.0115322,0.0373365280051679,"Tsinghua","production1575358345480",3
"334",333,"Tsinghua_photodraw_production1573786980255_shape.png","shape",-0.130186796188,-0.389250218868,0.0219948,0.0201237,0.227402863375768,"Tsinghua","production1573786980255",1
"335",334,"CDM_photodraw_e21542224218088_shape.png","shape",-0.41552066803,-0.607377886772,0.0267453,0.0367022,0.0821774300461401,"CDM","e21542224218088",3
"336",335,"Tsinghua_photodraw_production1576738027913_shape.png","shape",-0.528724133968,-0.722027122974,0.0250031,0.0187242,0.0535020547196782,"Tsinghua","production1576738027913",4
"337",336,"CDM_photodraw_e21547845878342_shape.png","shape",-0.625839531422,-0.716536879539,0.00210906,0.00912222,0.0595041916338155,"CDM","e21547845878342",4
"338",337,"CDM_photodraw_e21547848462737_shape.png","shape",-0.46579259634,-0.667196929455,0.0186201,0.0206437,0.03561702971931,"CDM","e21547848462737",3
"339",338,"CDM_photodraw_e21554499556910_shape.png","shape",-0.502294898033,-0.590769410133,0.0155778,0.00753282,0.0869604711344778,"CDM","e21554499556910",3
"340",339,"CDM_photodraw_e21552766577513_shape.png","shape",-0.394560515881,-0.664302408695,0.00100011,0.0269875,0.0293326503099908,"CDM","e21552766577513",3
"341",340,"CDM_photodraw_e21542050776864_shape.png","shape",-0.484491378069,-0.543178141117,0.0162218,0.0167553,0.0222224434842014,"CDM","e21542050776864",3
"342",341,"CDM_photodraw_e21541017927896_shape.png","shape",-0.523587882519,-0.679072320461,0.0197975,0.0292783,0.0431440913438288,"CDM","e21541017927896",3
"343",342,"Tsinghua_photodraw_production1573779019443_shape.png","shape",-0.448901593685,-0.578692793846,0.00255308,0.0151483,0.0520315004123138,"Tsinghua","production1573779019443",3
"344",343,"Tsinghua_photodraw_production1575442907120_shape.png","shape",-0.183106690645,-0.663970112801,0.0166456,0.0671311,0.0403587113315335,"Tsinghua","production1575442907120",3
"345",344,"CDM_photodraw_e21542049031572_shape.png","shape",-0.112506903708,-0.263869136572,0.0400125,0.0903584,0.102611950560943,"CDM","e21542049031572",0
"346",345,"CDM_photodraw_e21547060282520_shape.png","shape",-0.413797616959,-0.460793375969,0.00386729,0.0113539,0.0306409288565223,"CDM","e21547060282520",2
"347",346,"CDM_photodraw_e21545255128573_shape.png","shape",-0.543171703815,-0.681768238544,0.0109253,0.0150565,0.0121319432498568,"CDM","e21545255128573",4
"348",347,"CDM_photodraw_e21542220695445_shape.png","shape",-0.552508890629,-0.610476732254,0.0100769,0.00463342,0.0514022445851455,"CDM","e21542220695445",3
"349",348,"Tsinghua_photodraw_production1573780632846_shape.png","shape",-0.451783448458,-0.572055578232,0.0032422,0.0126519,0.0970130433741647,"Tsinghua","production1573780632846",3
"350",349,"CDM_photodraw_e21547241159990_shape.png","shape",-0.526297748089,-0.600860774517,0.017568,0.0144044,0.0203677767715018,"CDM","e21547241159990",3
"351",350,"Tsinghua_photodraw_production1576134884446_shape.png","shape",-0.392413914204,-0.556516647339,0.0231309,0.0275457,0.028273724418408,"Tsinghua","production1576134884446",3
"352",351,"Tsinghua_photodraw_production1575530376865_shape.png","shape",-0.596597909927,-0.705353081226,0.0081341,0.0173796,0.0643551370876773,"Tsinghua","production1575530376865",4
"353",352,"Tsinghua_photodraw_production1578969773820_shape.png","shape",-0.636914849281,-0.750284254551,0.00589573,0.00424314,0.0641253785455189,"Tsinghua","production1578969773820",4
"354",353,"CDM_photodraw_e21544820627246_shape.png","shape",-0.58328640461,-0.664231181145,0.000428407,0.0179497,0.0274258282956424,"CDM","e21544820627246",3
"355",354,"Tsinghua_photodraw_production1578102076574_shape.png","shape",-0.285535693169,-0.529265165329,0.043645,0.0494333,0.0360318188722918,"Tsinghua","production1578102076574",2
"356",355,"Tsinghua_photodraw_production1576134856234_shape.png","shape",-0.585596263409,-0.683279633522,0.0105527,0.0136644,0.0176100881697511,"Tsinghua","production1576134856234",4
"357",356,"CDM_photodraw_e21542218678125_shape.png","shape",-0.368207544088,-0.490385115147,0.00700885,0.0217671,0.015677458765288,"CDM","e21542218678125",2
"358",357,"Tsinghua_photodraw_production1576481274500_shape.png","shape",-0.485319375992,-0.544875085354,0.012481,0.0124892,0.0774650141952243,"Tsinghua","production1576481274500",3
"359",358,"Tsinghua_photodraw_production1577084893527_shape.png","shape",-0.579991102219,-0.705263316631,0.000496455,0.0136054,0.0268127783604113,"Tsinghua","production1577084893527",4
"360",359,"Tsinghua_photodraw_production1577172179778_shape.png","shape",-0.559079885483,-0.742382586002,0.0149786,0.0130352,0.0371445416209082,"Tsinghua","production1577172179778",4
"361",360,"CDM_photodraw_e21555014219148_shape.png","shape",-0.541060864925,-0.638593018055,0.0186101,0.0148096,0.0422720686509901,"CDM","e21555014219148",3
"362",361,"CDM_photodraw_e21547066393058_shape.png","shape",-0.624685287476,-0.709630846977,0.0107887,0.0120748,0.0224788286577821,"CDM","e21547066393058",4
"363",362,"CDM_photodraw_e21553793354436_shape.png","shape",-0.420792192221,-0.639566242695,0.00980151,0.0199729,0.0626488110479416,"CDM","e21553793354436",3
"364",363,"Tsinghua_photodraw_production1575443337678_shape.png","shape",-0.552080154419,-0.612659037113,0.00444071,0.00690165,0.0637378736341311,"Tsinghua","production1575443337678",3
"365",364,"Tsinghua_photodraw_production1576568296821_shape.png","shape",-0.552968144417,-0.658749699593,0.0243658,0.00501782,0.0935106867410182,"Tsinghua","production1576568296821",3
"366",365,"CDM_photodraw_e21555523952200_shape.png","shape",-0.630511283875,-0.739680945873,0.00216631,0.00234429,0.0602957963768379,"CDM","e21555523952200",4
"367",366,"Tsinghua_photodraw_production1575529582167_shape.png","shape",-0.621787846088,-0.692887067795,0.00692461,0.0136973,0.0445641045889002,"Tsinghua","production1575529582167",4
"368",367,"CDM_photodraw_e21547069129052_shape.png","shape",-0.36383536458,-0.574739694595,0.0113847,0.0299283,0.0956010382070713,"CDM","e21547069129052",3
"369",368,"Tsinghua_photodraw_production1575962153007_shape.png","shape",-0.550603985786,-0.656546473503,0.0141667,0.0114567,0.0773946796511164,"Tsinghua","production1575962153007",3
"370",369,"CDM_photodraw_e21547849860466_shape.png","shape",-0.343883097172,-0.488669127226,0.0199565,0.0287449,0.0481069316052787,"CDM","e21547849860466",2
"371",370,"CDM_photodraw_e21550689187843_shape.png","shape",-0.604402422905,-0.667983949184,0.00165552,0.00825022,0.00628686110167684,"CDM","e21550689187843",4
"372",371,"Tsinghua_photodraw_production1576566518161_shape.png","shape",-0.592228651047,-0.699803888798,0.00108403,0.0101051,0.0733405512373919,"Tsinghua","production1576566518161",4
